packet_id,hop_index,sender,receiver,queue_enter_at,first_difs_start_at,successful_tx_start_at,ack_at,queue_delay,access_delay,tx_ack_delay,hop_delay,difs_starts,competition_attempts,selected_backoff_slots,consumed_backoff_slots,backoff_freezes,retries
702,0,0,1,0.0,0.0,0.00025,0.004606,0.0,0.00025,0.004356,0.004606,1,1,10,10,0,0
702,1,1,2,0.004606,0.004606,0.004856,0.009212,0.0,0.0002500000000000002,0.004356,0.004606,1,1,10,10,0,0
