protocol,hop_count,packet_count,seed,measurement_end_time,created_packets,delivered_packets,dropped_packets,delivery_ratio,average_end_to_end_delay,p50_end_to_end_delay,p95_end_to_end_delay,p99_end_to_end_delay,maximum_end_to_end_delay,throughput_bps,retransmissions,collision_or_conflict_events,contention_attempts,control_frames_sent,control_bytes_sent,data_frames_sent,data_bytes_sent,total_frames_sent,total_bytes_sent,queue_overflow_drops,maximum_queue_length,average_queue_delay,maximum_queue_delay,active_reservations_after_run,terminal_sessions,simulation_end_time,wall_clock_runtime,platform,sensitivity_type,scenario_id,load_level,interarrival_time,successful_hops,difs_starts,segment_queue_entries,maximum_segment_queue_length,average_segment_queue_delay,maximum_segment_queue_delay,ack_frames_sent,ack_bytes_sent,frames_per_created_packet,bytes_per_created_packet,control_bytes_per_delivered_packet,total_segments,completed_segments,per_flow_metrics,flow_count,jain_fairness,multiflow_scenario,traffic_type
DCF,6,200,187,6.146354000000154,200,200,0,1.0,1.665026340000077,2.1453680000001247,2.642968900000126,2.6799315400001236,2.7000330000001376,266564.5356580436,366,178,1566,1200,16800,1566,1656828,2766,1673628,0,0,0.2564889650000122,0.0,0,200,6.146354000000154,0.7352740999995149,python,burst,python-burst-6hop-medium-seed-187-DCF,medium,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,187,3.9717940000000014,200,200,0,1.0,0.04953978000000038,,0.06781499999999852,0.08044238000000428,0.09880600000000572,412508.8058444117,6,6,606,3612,96360,1200,1269600,6012,1382760,0,,,,0,200,,0.20173509999949601,python,burst,python-burst-6hop-medium-seed-187-Fixed-PRMAC,medium,0.019618090452261316,1200,606,600,5,0.006324206666666714,0.03755200000000314,1200,16800,30.06,6913.8,481.8,600,600,,,,,
DCF,6,200,197,6.138704000000117,200,200,0,1.0,1.626042890000064,1.915666500000101,2.5767759000001056,2.6952805800001043,2.7110600000001037,266896.7260841977,368,178,1568,1200,16800,1568,1658944,2768,1675744,0,0,0.24725102083334363,0.0,0,200,6.138704000000117,0.8207994999975199,python,burst,python-burst-6hop-medium-seed-197-DCF,medium,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,197,3.9716140000000006,200,200,0,1.0,0.04905330000000039,,0.06777599999999834,0.06793440000000477,0.06815399999999894,412527.5014137828,0,0,600,3600,96000,1200,1269600,6000,1382400,0,,,,0,200,,0.171686800000316,python,burst,python-burst-6hop-medium-seed-197-Fixed-PRMAC,medium,0.019618090452261316,1200,600,600,5,0.006211566666666713,0.03737199999999896,1200,16800,30.0,6912.0,480.0,600,600,,,,,
DCF,6,200,7,6.143536000000096,200,200,0,1.0,3.6170852950000523,4.567165000000093,4.771620400000061,4.78648332000007,4.799060000000067,266686.8070765719,383,179,1583,1200,16800,1583,1674814,2783,1691614,0,0,0.5788129116666749,0.0,0,200,6.143536000000096,0.9070523999980651,python,burst,python-burst-6hop-high-seed-7-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,7,2.300406000000047,200,186,14,0.93,0.3861209247311977,,0.6987910000000466,0.725252800000046,0.7364060000000456,662366.5561644201,126,140,719,3788,102060,1158,1225164,6104,1343436,0,,,,0,200,,0.17001840000011725,python,burst,python-burst-6hop-high-seed-7-Fixed-PRMAC,high,0.007859296482412067,1158,719,593,49,0.12048841483980224,0.49058600000005614,1158,16212,30.52,6717.18,548.7096774193549,593,579,,,,,
DCF,6,200,17,6.17746600000008,200,200,0,1.0,3.349482220000047,4.07662600000007,4.6793792000000725,4.6999986600000705,4.703848000000069,265222.0182191175,389,187,1589,1200,16800,1589,1681162,2789,1697962,0,0,0.5328241350000075,0.0,0,200,6.17746600000008,0.8598609000000579,python,burst,python-burst-6hop-high-seed-17-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,17,2.2652500000000493,200,189,11,0.945,0.3348676084656212,,0.6906592000000502,0.7099630400000495,0.7208540000000487,683495.41993156,127,138,712,3816,103000,1148,1214584,6112,1333656,0,,,,0,200,,0.1744756000007328,python,burst,python-burst-6hop-high-seed-17-Fixed-PRMAC,high,0.007859296482412067,1148,712,585,53,0.10530604786325222,0.5923140000000553,1148,16072,30.56,6668.28,544.973544973545,585,574,,,,,
DCF,6,200,27,6.1594770000001,200,200,0,1.0,3.0633444550000672,3.317441000000101,4.572437600000099,4.5958034600001,4.5996490000001,265996.609777092,383,183,1583,1200,16800,1583,1674814,2783,1691614,0,0,0.4868698500000108,0.0,0,200,6.1594770000001,0.8125904000007722,python,burst,python-burst-6hop-high-seed-27-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,27,2.3558500000000473,200,182,18,0.91,0.39538964835166246,,0.7167464000000499,0.7842567400000464,0.7918500000000461,632868.8159262984,166,184,751,3840,103860,1134,1199772,6108,1319508,0,,,,0,200,,0.20220619999963674,python,burst,python-burst-6hop-high-seed-27-Fixed-PRMAC,high,0.007859296482412067,1134,751,585,48,0.12557458803419286,0.5653420000000577,1134,15876,30.54,6597.54,570.6593406593406,585,567,,,,,
DCF,6,200,37,6.193455000000117,200,200,0,1.0,3.52542847000008,4.310048000000119,4.671574550000111,4.678981860000108,4.691191000000108,264537.3220601375,397,191,1597,1200,16800,1597,1689626,2797,1706426,0,0,0.5624313266666795,0.0,0,200,6.193455000000117,0.7980831999993825,python,burst,python-burst-6hop-high-seed-37-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,37,2.305458000000053,200,187,13,0.935,0.35180684491980124,,0.6833984000000553,0.730458480000053,0.7414580000000519,664468.4049763494,139,152,728,3834,103500,1152,1218816,6138,1338444,0,,,,0,200,,0.24520200000188197,python,burst,python-burst-6hop-high-seed-37-Fixed-PRMAC,high,0.007859296482412067,1152,728,589,63,0.11075501188455512,0.6434760000000546,1152,16128,30.69,6692.22,553.475935828877,589,576,,,,,
DCF,6,200,47,6.2044610000001335,200,200,0,1.0,2.5556009350000717,2.697574000000087,4.554759100000124,4.62444278000013,4.6404610000001325,264068.06328542717,406,193,1606,1200,16800,1606,1699148,2806,1715948,0,0,0.4017358733333448,0.0,0,200,6.2044610000001335,0.8195200000009208,python,burst,python-burst-6hop-high-seed-47-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,47,2.4655740000000397,200,186,14,0.93,0.5076634193548553,,0.8672035000000412,0.8905928000000397,0.9015740000000385,617994.8360908963,167,181,751,3888,105240,1140,1206120,6168,1327320,0,,,,0,200,,0.2059895000020333,python,burst,python-burst-6hop-high-seed-47-Fixed-PRMAC,high,0.007859296482412067,1140,751,584,57,0.1614187465753477,0.624634000000057,1140,15960,30.84,6636.6,565.8064516129032,584,570,,,,,
DCF,6,200,57,6.176321000000052,200,200,0,1.0,3.159684795000043,3.7175340000000876,4.636826300000049,4.664648380000049,4.677715000000049,265271.18652025796,400,188,1600,1200,16800,1600,1692800,2800,1709600,0,0,0.5017046883333404,0.0,0,200,6.176321000000052,0.84572720000142,python,burst,python-burst-6hop-high-seed-57-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,57,2.3566380000000486,200,190,10,0.95,0.3879205052631737,,0.6979786000000512,0.7816203200000482,0.7926380000000475,660466.3083596071,87,97,677,3698,99340,1160,1227280,6018,1342860,0,,,,0,200,,0.1885270999991917,python,burst,python-burst-6hop-high-seed-57-Fixed-PRMAC,high,0.007859296482412067,1160,677,590,48,0.12186375932203901,0.5064880000000562,1160,16240,30.09,6714.3,522.8421052631579,590,580,,,,,
DCF,6,200,67,6.1782940000000695,200,200,0,1.0,3.1875613450000673,3.648931000000114,4.592536300000072,4.614344920000069,4.6228720000000685,265186.4738065203,395,188,1595,1200,16800,1595,1687510,2795,1704310,0,0,0.5055351625000108,0.0,0,200,6.1782940000000695,0.8402887000011106,python,burst,python-burst-6hop-high-seed-67-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,67,2.272866000000045,200,187,13,0.935,0.3637913048128468,,0.6739814000000472,0.6978204800000448,0.7088660000000437,673996.6192463479,140,153,730,3826,103240,1154,1220932,6134,1340328,0,,,,0,200,,0.18067359999986365,python,burst,python-burst-6hop-high-seed-67-Fixed-PRMAC,high,0.007859296482412067,1154,730,590,50,0.11352697627119053,0.5554280000000589,1154,16156,30.67,6701.64,552.0855614973262,590,577,,,,,
DCF,6,200,77,6.183506000000114,200,200,0,1.0,2.831138965000069,2.97834400000012,4.634535600000111,4.649555500000112,4.655902000000105,264962.9514388714,392,188,1592,1200,16800,1592,1684336,2792,1701136,0,0,0.4497305933333444,0.0,0,200,6.183506000000114,0.6835098000010476,python,burst,python-burst-6hop-high-seed-77-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,77,2.2958180000000534,200,188,12,0.94,0.33874612765958817,,0.6980648000000559,0.7205929600000528,0.7318180000000523,670826.6944505026,144,156,732,3874,104700,1152,1218816,6178,1339644,0,,,,0,200,,0.17464079999990645,python,burst,python-burst-6hop-high-seed-77-Fixed-PRMAC,high,0.007859296482412067,1152,732,588,53,0.10681160884354209,0.6493340000000598,1152,16128,30.89,6698.22,556.9148936170212,588,576,,,,,
DCF,6,200,87,6.1847110000001075,200,200,0,1.0,3.2285898350000655,3.474038000000099,4.674867900000092,4.689662640000098,4.706161000000091,264911.3273037287,397,190,1597,1200,16800,1597,1689626,2797,1706426,0,0,0.5127316100000106,0.0,0,200,6.1847110000001075,0.8606166999998095,python,burst,python-burst-6hop-high-seed-87-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,87,2.314924000000056,200,186,14,0.93,0.3900965053763602,,0.7166135000000572,0.7402178000000555,0.7509240000000548,658212.5374310185,155,169,738,3882,105080,1138,1204004,6158,1325016,0,,,,0,200,,0.1965636999993876,python,burst,python-burst-6hop-high-seed-87-Fixed-PRMAC,high,0.007859296482412067,1138,738,583,57,0.12385464493997103,0.7202820000000532,1138,15932,30.79,6625.08,564.9462365591398,583,569,,,,,
DCF,6,200,97,6.125910000000159,200,200,0,1.0,3.0409732050000935,3.640985000000166,4.590159700000149,4.60882632000015,4.61747200000015,267454.1415071324,360,174,1560,1200,16800,1560,1650480,2760,1667280,0,0,0.48560470083334856,0.0,0,200,6.125910000000159,0.7461910000019998,python,burst,python-burst-6hop-high-seed-97-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,97,2.2459980000000535,200,190,10,0.95,0.38906420000001596,,0.6464961000000546,0.6707959200000536,0.6819980000000523,693001.5075703375,112,122,703,3790,102080,1162,1229396,6114,1347744,0,,,,0,200,,0.16440180000063265,python,burst,python-burst-6hop-high-seed-97-Fixed-PRMAC,high,0.007859296482412067,1162,703,591,53,0.12077211167513205,0.5588940000000553,1162,16268,30.57,6738.72,537.2631578947369,591,581,,,,,
DCF,6,200,107,6.225080000000114,200,200,0,1.0,2.830389555000067,3.1433450000001106,4.712101100000103,4.730315980000106,4.7477300000001055,263193.40474338806,407,197,1607,1200,16800,1607,1700206,2807,1717006,0,0,0.44849349333334404,0.0,0,200,6.225080000000114,0.863503500000661,python,burst,python-burst-6hop-high-seed-107-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,107,2.456364000000035,200,190,10,0.95,0.4197887263158004,,0.8571121000000359,0.881035120000035,0.8923640000000337,633652.015743586,133,143,723,3818,102940,1160,1227280,6138,1346460,0,,,,0,200,,0.19888240000000224,python,burst,python-burst-6hop-high-seed-107-Fixed-PRMAC,high,0.007859296482412067,1160,723,590,55,0.13281167118644435,0.5448500000000551,1160,16240,30.69,6732.3,541.7894736842105,590,580,,,,,
DCF,6,200,117,6.209219000000095,200,200,0,1.0,2.9739790950000624,3.4652440000001015,4.634609200000093,4.646425460000093,4.653283000000093,263865.7132241551,408,194,1608,1200,16800,1608,1701264,2808,1718064,0,0,0.47217203833334337,0.0,0,200,6.209219000000095,0.7781686000016634,python,burst,python-burst-6hop-high-seed-117-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,117,2.4769320000000405,200,186,14,0.93,0.4373290107527029,,0.8785115000000421,0.9020308000000403,0.9129320000000394,615161.0137056549,138,152,727,3794,102320,1150,1216700,6094,1335120,0,,,,0,200,,0.2002732000000833,python,burst,python-burst-6hop-high-seed-117-Fixed-PRMAC,high,0.007859296482412067,1150,727,589,51,0.13854276400679588,0.5035400000000567,1150,16100,30.47,6675.6,550.1075268817204,589,575,,,,,
DCF,6,200,127,6.139524000000116,200,200,0,1.0,3.114990565000078,3.3674935000001245,4.636524250000104,4.662156860000108,4.6704120000001055,266861.079132514,378,179,1578,1200,16800,1578,1669524,2778,1686324,0,0,0.4947918008333458,0.0,0,200,6.139524000000116,0.7619551999996474,python,burst,python-burst-6hop-high-seed-127-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,127,2.3931620000000478,200,185,15,0.925,0.41549461621622996,,0.7948056000000491,0.8182515200000472,0.8291620000000466,633270.9611802167,185,200,773,3916,106020,1146,1212468,6208,1334532,0,,,,0,200,,0.18968540000059875,python,burst,python-burst-6hop-high-seed-127-Fixed-PRMAC,high,0.007859296482412067,1146,773,588,56,0.13199688095238563,0.5830280000000594,1146,16044,31.04,6672.66,573.081081081081,588,573,,,,,
DCF,6,200,137,6.18779200000011,200,200,0,1.0,3.125524390000059,3.643162500000103,4.681935900000098,4.700896260000098,4.709508000000098,264779.42374274554,391,187,1591,1200,16800,1591,1683278,2791,1700078,0,0,0.4989484025000093,0.0,0,200,6.18779200000011,0.7861835999974573,python,burst,python-burst-6hop-high-seed-137-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,137,2.2988160000000533,200,191,9,0.955,0.37909460732985784,,0.6630110000000538,0.717111800000052,0.7348160000000521,680642.5568640395,117,126,707,3824,103100,1162,1229396,6148,1348764,0,,,,0,200,,0.18951609999930952,python,burst,python-burst-6hop-high-seed-137-Fixed-PRMAC,high,0.007859296482412067,1162,707,590,59,0.11763643389830988,0.5865300000000564,1162,16268,30.74,6743.82,539.7905759162304,590,581,,,,,
DCF,6,200,147,6.228767000000095,200,200,0,1.0,2.71314421500006,2.7412060000000897,4.5342127500000915,4.657830660000094,4.6647670000000945,263037.61241991795,417,199,1617,1200,16800,1617,1710786,2817,1727586,0,0,0.42709388833334294,0.0,0,200,6.228767000000095,0.8247062000009464,python,burst,python-burst-6hop-high-seed-147-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,147,2.2626780000000553,200,192,8,0.96,0.36402256250001486,,0.6607974000000556,0.6878456800000553,0.6986780000000541,695133.8193061326,113,121,706,3830,103200,1170,1237860,6170,1357440,0,,,,0,200,,0.17883010000150534,python,burst,python-burst-6hop-high-seed-147-Fixed-PRMAC,high,0.007859296482412067,1170,706,593,60,0.11160007757167428,0.5957500000000577,1170,16380,30.85,6787.2,537.5,593,585,,,,,
DCF,6,200,157,6.175012000000117,200,200,0,1.0,3.071507765000068,3.7256030000001257,4.634144300000106,4.652614940000107,4.661868000000107,265327.41960662894,390,186,1590,1200,16800,1590,1682220,2790,1699020,0,0,0.48764008500001094,0.0,0,200,6.175012000000117,0.8042425000021467,python,burst,python-burst-6hop-high-seed-157-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,157,2.2401080000000544,200,192,8,0.96,0.3497568437500137,,0.6035319000000547,0.6584506200000536,0.6761080000000532,702137.5755097352,99,107,691,3768,101360,1168,1235744,6104,1353456,0,,,,0,200,,0.1919134000017948,python,burst,python-burst-6hop-high-seed-157-Fixed-PRMAC,high,0.007859296482412067,1168,691,592,53,0.10684574324324753,0.5670820000000549,1168,16352,30.52,6767.28,527.9166666666666,592,584,,,,,
DCF,6,200,167,6.081603000000132,200,200,0,1.0,3.4711310050000908,4.167742000000128,4.537522200000129,4.55258806000013,4.556555000000129,269402.6558458295,344,164,1544,1200,16800,1544,1633552,2744,1650352,0,0,0.5559007983333479,0.0,0,200,6.081603000000132,0.7205183000005491,python,burst,python-burst-6hop-high-seed-167-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,167,2.5076600000000377,200,187,13,0.935,0.5191462780748838,,0.9088574000000392,0.9327748800000375,0.9436600000000366,610889.8335499936,147,160,733,3808,102780,1146,1212468,6100,1331292,0,,,,0,200,,0.1638950999986264,python,burst,python-burst-6hop-high-seed-167-Fixed-PRMAC,high,0.007859296482412067,1146,733,586,50,0.16331496245734325,0.553996000000055,1146,16044,30.5,6656.46,549.6256684491979,586,573,,,,,
DCF,6,200,177,6.216195000000101,200,200,0,1.0,2.9715482350000637,3.471774500000116,4.656788700000096,4.668164140000095,4.669205000000097,263569.5952266577,404,196,1604,1200,16800,1604,1697032,2804,1713832,0,0,0.47091849750001025,0.0,0,200,6.216195000000101,0.8219933999971545,python,burst,python-burst-6hop-high-seed-177-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,177,2.3617860000000457,200,190,10,0.95,0.42483010526317316,,0.7627821000000462,0.7869309200000453,0.7977860000000445,659026.6857369676,122,132,711,3786,102000,1158,1225164,6102,1343376,0,,,,0,200,,0.18326559999695746,python,burst,python-burst-6hop-high-seed-177-Fixed-PRMAC,high,0.007859296482412067,1158,711,589,49,0.1323579592529759,0.5326280000000587,1158,16212,30.51,6716.88,536.8421052631579,589,579,,,,,
DCF,6,200,187,6.1425100000001125,200,200,0,1.0,2.9157120400000647,3.5274820000001244,4.602750000000103,4.6222633800001045,4.630280000000106,266731.35249270574,377,179,1577,1200,16800,1577,1668466,2777,1685266,0,0,0.46264977750001035,0.0,0,200,6.1425100000001125,0.7596401000009791,python,burst,python-burst-6hop-high-seed-187-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,187,2.3244500000000543,200,190,10,0.95,0.4289372842105451,,0.7094171000000546,0.7494481200000538,0.7604500000000531,669612.1663188986,111,121,704,3784,101860,1166,1233628,6116,1351812,0,,,,0,200,,0.19677230000161217,python,burst,python-burst-6hop-high-seed-187-Fixed-PRMAC,high,0.007859296482412067,1166,704,593,53,0.13414363575042765,0.5354600000000549,1166,16324,30.58,6759.06,536.1052631578947,593,583,,,,,
DCF,6,200,197,6.2314160000000856,200,200,0,1.0,2.926070655000059,3.3176870000001126,4.626126250000081,4.664038920000085,4.667416000000085,262925.7940731252,426,201,1626,1200,16800,1626,1720308,2826,1737108,0,0,0.461432781666676,0.0,0,200,6.2314160000000856,0.7837276999998721,python,burst,python-burst-6hop-high-seed-197-DCF,high,,,,,,,,,,,,,,,,,,,
Fixed-PRMAC,6,200,197,2.2425080000000506,200,195,5,0.975,0.34895734358975666,,0.6424366000000503,0.6671507200000496,0.6785080000000494,712345.2848328586,83,88,679,3788,101820,1182,1250556,6152,1368924,0,,,,0,200,,0.19315070000084233,python,burst,python-burst-6hop-high-seed-197-Fixed-PRMAC,high,0.007859296482412067,1182,679,596,58,0.10740335234899762,0.6168680000000559,1182,16548,30.76,6844.62,522.1538461538462,596,591,,,,,
DCF,6,200,7,5.696122000000098,200,200,0,1.0,2.3358542400000526,2.490449000000065,3.860513100000091,3.8952694500000895,3.9173820000000887,287634.2887318726,373,180,1473,1100,15400,1473,1558434,2573,1573834,0,0,0.4007747281818273,0.0,0,200,5.696122000000098,0.7067548999984865,python,multiflow,python-M1-medium-seed-7-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.593627800000055, 'p95_delay': 3.8802434500000893}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.07808068000005, 'p95_delay': 3.444065500000089}]",2,1.0,M1,
Fixed-PRMAC,6,200,7,2.156490000000031,200,130,70,0.65,0.093709646153851,,0.19577540000000757,0.21363532000000876,0.22549199999999953,493839.5262672142,954,1024,1457,4879,138260,811,858038,6501,1007652,0,,,,0,200,,0.27994500000204425,python,multiflow,python-M1-medium-seed-7-Fixed-PRMAC,medium,0.0,811,1457,503,10,0.019329165009941647,0.19493200000000005,811,11354,32.505,5038.26,1063.5384615384614,503,433,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 0.06415248000000291, 'p95_delay': 0.10427480000000483}, {'flow_id': 1, 'created': 100, 'delivered': 55, 'delivery_ratio': 0.55, 'average_delay': 0.13401487272728022, 'p95_delay': 0.20665900000000895}]",2,0.9768786127167631,M1,
DCF,6,200,17,5.755072000000117,200,200,0,1.0,2.566408940000074,2.7750355000001257,4.084589700000115,4.180997510000115,4.194193000000115,284688.0108537246,401,193,1501,1100,15400,1501,1588058,2601,1603458,0,0,0.441477840000013,0.0,0,200,5.755072000000117,0.8559979999990901,python,multiflow,python-M1-medium-seed-17-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.9846418000000803, 'p95_delay': 4.148361100000115}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.148176080000068, 'p95_delay': 3.031095800000118}]",2,1.0,M1,
Fixed-PRMAC,6,200,17,2.171728000000047,200,127,73,0.635,0.14738973228347363,,0.3856360000000138,0.39956220000002335,0.40496800000001887,479058.15092865104,875,948,1368,4679,132440,793,838994,6265,982536,0,,,,0,200,,0.267789300000004,python,multiflow,python-M1-medium-seed-17-Fixed-PRMAC,medium,0.0,793,1368,493,17,0.046971026369171366,0.35574400000002915,793,11102,31.325,4912.68,1042.8346456692914,493,420,"[{'flow_id': 0, 'created': 100, 'delivered': 80, 'delivery_ratio': 0.8, 'average_delay': 0.056229375000003856, 'p95_delay': 0.10624400000000842}, {'flow_id': 1, 'created': 100, 'delivered': 47, 'delivery_ratio': 0.47, 'average_delay': 0.3025562978723584, 'p95_delay': 0.39419740000002834}]",2,0.9367522360320594,M1,
DCF,6,200,27,5.731041000000142,200,200,0,1.0,2.7150459950000694,2.9242255000001096,4.01983940000011,4.033044140000117,4.03530500000011,285881.7446952411,382,186,1482,1100,15400,1482,1567956,2582,1583356,0,0,0.46896486727273934,0.0,0,200,5.731041000000142,0.7886094999994384,python,multiflow,python-M1-medium-seed-27-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.9584811700000753, 'p95_delay': 4.027428900000114}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.4716108200000635, 'p95_delay': 3.5065972000001167}]",2,1.0,M1,
Fixed-PRMAC,6,200,27,2.091942000000003,200,127,73,0.635,0.07069822047244403,,0.11610659999999635,0.12801948000000155,0.13118600000000313,497329.27585946384,986,1059,1489,4921,139580,805,851690,6531,1002540,0,,,,0,200,,0.29089269999894896,python,multiflow,python-M1-medium-seed-27-Fixed-PRMAC,medium,0.0,805,1489,503,6,0.010926353876740286,0.07368799999999764,805,11270,32.655,5012.7,1099.0551181102362,503,430,"[{'flow_id': 0, 'created': 100, 'delivered': 72, 'delivery_ratio': 0.72, 'average_delay': 0.06742419444444625, 'p95_delay': 0.1184936999999992}, {'flow_id': 1, 'created': 100, 'delivered': 55, 'delivery_ratio': 0.55, 'average_delay': 0.07498421818182295, 'p95_delay': 0.11243890000001977}]",2,0.9823973687416251,M1,
DCF,6,200,37,5.686541000000204,200,200,0,1.0,2.4212532300000884,2.7069920000001035,4.124937700000196,4.247764740000192,4.278559000000191,288118.91095130437,367,174,1467,1100,15400,1467,1552086,2567,1567486,0,0,0.4170739318181973,0.0,0,200,5.686541000000204,0.7034458000016457,python,multiflow,python-M1-medium-seed-37-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.050739960000117, 'p95_delay': 4.201986700000194}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 1.7917665000000602, 'p95_delay': 2.960682050000118}]",2,1.0,M1,
Fixed-PRMAC,6,200,37,2.0826480000000034,200,144,56,0.72,0.08329126388889363,,0.14182309999999965,0.21445034000002494,0.22867600000002408,566417.3686575927,826,882,1338,4733,133480,851,900358,6435,1045752,0,,,,0,200,,0.2784859999992477,python,multiflow,python-M1-medium-seed-37-Fixed-PRMAC,medium,0.0,851,1338,512,8,0.016845597656251297,0.18153000000002062,851,11914,32.175,5228.76,926.9444444444445,512,456,"[{'flow_id': 0, 'created': 100, 'delivered': 83, 'delivery_ratio': 0.83, 'average_delay': 0.06352561445783558, 'p95_delay': 0.12480420000000944}, {'flow_id': 1, 'created': 100, 'delivered': 61, 'delivery_ratio': 0.61, 'average_delay': 0.11018550819672669, 'p95_delay': 0.19738200000002215}]",2,0.977191328934967,M1,
DCF,6,200,47,5.714614000000129,200,200,0,1.0,2.349349760000079,2.491431000000098,3.8273840000001265,3.8585591400001267,3.889054000000124,286703.52888225927,380,183,1480,1100,15400,1480,1565840,2580,1581240,0,0,0.4036787200000138,0.0,0,200,5.714614000000129,0.6815993999989587,python,multiflow,python-M1-medium-seed-47-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.7852118200000904, 'p95_delay': 3.8497707000001213}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 1.9134877000000667, 'p95_delay': 3.0603138000001295}]",2,1.0,M1,
Fixed-PRMAC,6,200,47,2.082046000000003,200,132,68,0.66,0.07066416666667011,,0.1390641999999954,0.17858111999999574,0.18917399999999707,519366.04666755605,952,1020,1453,4878,138220,812,859096,6502,1008684,0,,,,0,200,,0.29892630000176723,python,multiflow,python-M1-medium-seed-47-Fixed-PRMAC,medium,0.0,812,1453,501,8,0.012259309381238299,0.14400599999999752,812,11368,32.51,5043.42,1047.121212121212,501,433,"[{'flow_id': 0, 'created': 100, 'delivered': 78, 'delivery_ratio': 0.78, 'average_delay': 0.05380256410256671, 'p95_delay': 0.07446959999999815}, {'flow_id': 1, 'created': 100, 'delivered': 54, 'delivery_ratio': 0.54, 'average_delay': 0.09501981481481947, 'p95_delay': 0.16809669999999483}]",2,0.968,M1,
DCF,6,200,57,5.64342000000011,200,200,0,1.0,2.4351884750000634,2.5081480000000598,3.71382550000011,3.8004060800001076,3.8267580000001074,290320.4085465849,352,168,1452,1100,15400,1452,1536216,2552,1551616,0,0,0.41947255727273836,0.0,0,200,5.64342000000011,0.6542856000014581,python,multiflow,python-M1-medium-seed-57-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.7444581800000742, 'p95_delay': 3.7698877000001065}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.125918770000053, 'p95_delay': 3.57768040000011}]",2,1.0,M1,
