protocol,hop_count,packet_count,seed,measurement_end_time,created_packets,delivered_packets,dropped_packets,delivery_ratio,average_end_to_end_delay,p50_end_to_end_delay,p95_end_to_end_delay,p99_end_to_end_delay,maximum_end_to_end_delay,throughput_bps,retransmissions,collision_or_conflict_events,contention_attempts,control_frames_sent,control_bytes_sent,data_frames_sent,data_bytes_sent,total_frames_sent,total_bytes_sent,queue_overflow_drops,maximum_queue_length,average_queue_delay,maximum_queue_delay,active_reservations_after_run,terminal_sessions,simulation_end_time,wall_clock_runtime,platform,sensitivity_type,scenario_id,load_level,interarrival_time,successful_hops,difs_starts,segment_queue_entries,maximum_segment_queue_length,average_segment_queue_delay,maximum_segment_queue_delay,ack_frames_sent,ack_bytes_sent,frames_per_created_packet,bytes_per_created_packet,control_bytes_per_delivered_packet,total_segments,completed_segments,per_flow_metrics,flow_count,jain_fairness,multiflow_scenario,traffic_type
Fixed-PRMAC,6,200,27,2.5716460000000403,200,156,44,0.78,0.5254824487179718,,0.7674000000000429,0.7750554000000449,0.780436000000049,496939.31435352296,742,786,1289,5238,147080,1006,1064348,7250,1225512,0,,,,0,200,,0.30815720000100555,python,multiflow,python-M2-medium-seed-27-Fixed-PRMAC,medium,0.0,1006,1289,547,42,0.1537771334552172,0.4974320000000505,1006,14084,36.25,6127.56,942.8205128205128,547,503,"[{'flow_id': 0, 'created': 100, 'delivered': 82, 'delivery_ratio': 0.82, 'average_delay': 0.5366215365853876, 'p95_delay': 0.7724042000000463}, {'flow_id': 1, 'created': 100, 'delivered': 74, 'delivery_ratio': 0.74, 'average_delay': 0.5131391351351596, 'p95_delay': 0.71522810000005}]",2,0.9973770491803282,M2,
DCF,6,200,37,6.303161000000111,200,200,0,1.0,3.875949955000106,4.218405500000104,4.510231800000109,4.529447720000109,4.53627000000011,259933.07167625436,454,217,1654,1200,16800,1654,1749932,2854,1766732,0,0,0.6178930208333505,0.0,0,200,6.303161000000111,0.8621101000026101,python,multiflow,python-M2-medium-seed-37-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.207108230000108, 'p95_delay': 4.521209500000113}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.5447916800001047, 'p95_delay': 4.228831000000104}]",2,1.0,M2,
Fixed-PRMAC,6,200,37,2.6790920000000304,200,138,62,0.69,0.5723028405797286,,0.8541176000000408,0.9028677800000374,0.9128940000000378,421969.83156979573,812,874,1337,5218,147280,926,979708,7070,1139952,0,,,,0,200,,0.2621523999987403,python,multiflow,python-M2-medium-seed-37-Fixed-PRMAC,medium,0.0,926,1337,525,66,0.1621654247619098,0.7401900000000323,926,12964,35.35,5699.76,1067.2463768115942,525,463,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 0.5864578400000211, 'p95_delay': 0.8725006000000398}, {'flow_id': 1, 'created': 100, 'delivered': 63, 'delivery_ratio': 0.63, 'average_delay': 0.5554516507936661, 'p95_delay': 0.795957800000012}]",2,0.9924953095684801,M2,
DCF,6,200,47,6.298264000000104,200,200,0,1.0,3.3917507950000827,3.6616265000001142,4.7031271500001,4.734808770000101,4.746040000000103,260135.17375581161,462,217,1662,1200,16800,1662,1758396,2862,1775196,0,0,0.5352509550000132,0.0,0,200,6.298264000000104,0.9222012999998697,python,multiflow,python-M2-medium-seed-47-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.063553000000078, 'p95_delay': 3.9656877000000956}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.719948590000088, 'p95_delay': 4.728657200000103}]",2,1.0,M2,
Fixed-PRMAC,6,200,47,2.495914000000037,200,145,55,0.725,0.346025434482775,,0.596384000000043,0.6389415200000442,0.6657980000000443,475913.8335695791,762,817,1291,5190,146220,948,1002984,7086,1162476,0,,,,0,200,,0.24835189999794238,python,multiflow,python-M2-medium-seed-47-Fixed-PRMAC,medium,0.0,948,1291,529,41,0.09852125141777464,0.5236460000000378,948,13272,35.43,5812.38,1008.4137931034483,529,474,"[{'flow_id': 0, 'created': 100, 'delivered': 81, 'delivery_ratio': 0.81, 'average_delay': 0.3396524197531011, 'p95_delay': 0.5950720000000387}, {'flow_id': 1, 'created': 100, 'delivered': 64, 'delivery_ratio': 0.64, 'average_delay': 0.35409128125001854, 'p95_delay': 0.6019490000000451}]",2,0.9864408370085391,M2,
DCF,6,200,57,6.140662000000161,200,200,0,1.0,3.173057880000113,3.6881475000001647,4.35522460000016,4.376150900000162,4.38106200000016,266811.62389331264,373,177,1573,1200,16800,1573,1664234,2773,1681034,0,0,0.5032733591666849,0.0,0,200,6.140662000000161,0.8142938999990292,python,multiflow,python-M2-medium-seed-57-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.8814740000001056, 'p95_delay': 3.998539600000158}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.4646417600001196, 'p95_delay': 4.36559385000016}]",2,1.0,M2,
Fixed-PRMAC,6,200,57,2.466730000000038,200,143,57,0.715,0.3872293006993187,,0.5920798000000415,0.6083971200000303,0.6122820000000393,474902.40115455765,729,786,1250,5086,143300,928,981824,6942,1138116,0,,,,0,200,,0.2735193000007712,python,multiflow,python-M2-medium-seed-57-Fixed-PRMAC,medium,0.0,928,1250,521,45,0.1080513742802353,0.533506000000042,928,12992,34.71,5690.58,1002.0979020979021,521,464,"[{'flow_id': 0, 'created': 100, 'delivered': 67, 'delivery_ratio': 0.67, 'average_delay': 0.38624698507464406, 'p95_delay': 0.581591800000045}, {'flow_id': 1, 'created': 100, 'delivered': 76, 'delivery_ratio': 0.76, 'average_delay': 0.388095289473703, 'p95_delay': 0.5948710000000468}]",2,0.9960545543107651,M2,
DCF,6,200,67,6.303604000000086,200,200,0,1.0,3.637545430000078,4.033080500000096,4.468444900000086,4.516881350000086,4.532412000000086,259914.8042929057,458,218,1658,1200,16800,1658,1754164,2858,1770964,0,0,0.5776582325000126,0.0,0,200,6.303604000000086,0.863574899998639,python,multiflow,python-M2-medium-seed-67-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.9633670800000833, 'p95_delay': 4.4924356500000915}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.3117237800000727, 'p95_delay': 4.07378615000009}]",2,1.0,M2,
Fixed-PRMAC,6,200,67,2.3634060000000505,200,144,56,0.72,0.35394418055557714,,0.5383061000000476,0.5742615400000478,0.5880840000000482,499130.4921794964,777,833,1302,5164,145540,938,992404,7040,1151076,0,,,,0,200,,0.3159144000019296,python,multiflow,python-M2-medium-seed-67-Fixed-PRMAC,medium,0.0,938,1302,525,30,0.09577582857143459,0.3342760000000231,938,13132,35.2,5755.38,1010.6944444444445,525,469,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 0.3613412266666896, 'p95_delay': 0.49428660000005165}, {'flow_id': 1, 'created': 100, 'delivered': 69, 'delivery_ratio': 0.69, 'average_delay': 0.3459039130434984, 'p95_delay': 0.5517956000000459}]",2,0.9982668977469671,M2,
DCF,6,200,77,6.1835510000000795,200,200,0,1.0,3.7025709950000625,3.870055500000068,4.714084700000065,4.836635080000059,4.86312700000006,264961.02320494794,397,190,1597,1200,16800,1597,1689626,2797,1706426,0,0,0.5906377266666768,0.0,0,200,6.1835510000000795,0.7726083000015933,python,multiflow,python-M2-medium-seed-77-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.6208515700000627, 'p95_delay': 3.9630420000000575}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.7842904200000613, 'p95_delay': 4.791076700000062}]",2,1.0,M2,
Fixed-PRMAC,6,200,77,2.4215700000000466,200,146,54,0.73,0.4337854246575581,,0.6120150000000508,0.62708340000004,0.6371760000000397,493907.6714693265,793,847,1324,5328,150300,954,1009332,7236,1172988,0,,,,0,200,,0.28741660000014235,python,multiflow,python-M2-medium-seed-77-Fixed-PRMAC,medium,0.0,954,1324,531,34,0.1207966177024551,0.39068400000003956,954,13356,36.18,5864.94,1029.4520547945206,531,477,"[{'flow_id': 0, 'created': 100, 'delivered': 72, 'delivery_ratio': 0.72, 'average_delay': 0.42108322222224526, 'p95_delay': 0.5854476000000317}, {'flow_id': 1, 'created': 100, 'delivered': 74, 'delivery_ratio': 0.74, 'average_delay': 0.446144324324349, 'p95_delay': 0.625484600000035}]",2,0.999812382739212,M2,
DCF,6,200,87,6.286181000000103,200,200,0,1.0,3.640386000000097,4.023967000000118,4.456418550000104,4.4785094800001035,4.491825000000104,260635.1932914393,454,214,1654,1200,16800,1654,1749932,2854,1766732,0,0,0.5780567700000157,0.0,0,200,6.286181000000103,0.8719268999993801,python,multiflow,python-M2-medium-seed-87-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.4678798700000892, 'p95_delay': 4.465399450000106}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.812892130000104, 'p95_delay': 4.321115500000104}]",2,1.0,M2,
Fixed-PRMAC,6,200,87,2.1305200000000544,200,139,61,0.695,0.24151779856116462,,0.35925760000000967,0.39295460000000226,0.4069620000000027,534464.8254885995,727,788,1235,4838,136200,894,945852,6626,1094568,0,,,,0,200,,0.261295299998892,python,multiflow,python-M2-medium-seed-87-Fixed-PRMAC,medium,0.0,894,1235,508,18,0.06249183464567366,0.19057200000000096,894,12516,33.13,5472.84,979.8561151079136,508,447,"[{'flow_id': 0, 'created': 100, 'delivered': 67, 'delivery_ratio': 0.67, 'average_delay': 0.25765773134329994, 'p95_delay': 0.3443795999999968}, {'flow_id': 1, 'created': 100, 'delivered': 72, 'delivery_ratio': 0.72, 'average_delay': 0.2264986944444554, 'p95_delay': 0.3812231000000021}]",2,0.9987077432027294,M2,
DCF,6,200,97,6.235900000000077,200,200,0,1.0,3.164825205000071,3.9077030000000943,4.299600000000076,4.319500040000077,4.333010000000081,262736.73407206335,424,203,1624,1200,16800,1624,1718192,2824,1734992,0,0,0.5002954333333448,0.0,0,200,6.235900000000077,0.8500208000004932,python,multiflow,python-M2-medium-seed-97-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 2.7246539100000633, 'p95_delay': 4.00243765000008}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.6049965000000794, 'p95_delay': 4.317099550000078}]",2,1.0,M2,
Fixed-PRMAC,6,200,97,2.5160740000000406,200,150,50,0.75,0.441876560000022,,0.6882105000000416,0.7070737600000463,0.7082100000000451,488379.9125144889,787,837,1319,5276,148640,964,1019912,7204,1182048,0,,,,0,200,,0.2594012000008661,python,multiflow,python-M2-medium-seed-97-Fixed-PRMAC,medium,0.0,964,1319,532,36,0.1234582330827132,0.45420400000004424,964,13496,36.02,5910.24,990.9333333333333,532,482,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 0.4476375466666903, 'p95_delay': 0.6649532000000412}, {'flow_id': 1, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 0.43611557333335377, 'p95_delay': 0.7061108000000474}]",2,1.0,M2,
DCF,6,200,7,6.317517000000083,200,200,0,1.0,4.25348862500007,4.825035000000087,5.536651300000075,5.545965820000079,5.549475000000079,259342.39670427138,465,220,1665,1200,16800,1665,1761570,2865,1778370,0,0,0.6810862225000114,0.0,0,200,6.317517000000083,0.9079597999989346,python,multiflow,python-M2-high-seed-7-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.265647130000067, 'p95_delay': 5.5417477000000765}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.2413301200000735, 'p95_delay': 5.211816950000079}]",2,1.0,M2,
Fixed-PRMAC,6,200,7,2.757616000000033,200,130,70,0.65,1.6291579076923488,,1.9508029000000342,1.9626147800000333,1.965616000000033,386188.6499062913,518,588,1049,4066,112760,922,975476,5910,1101144,0,,,,0,200,,0.1894265999981144,python,multiflow,python-M2-high-seed-7-Fixed-PRMAC,high,0.0,922,1049,531,89,0.46257931073447345,1.0448240000000557,922,12908,29.55,5505.72,867.3846153846154,531,461,"[{'flow_id': 0, 'created': 100, 'delivered': 59, 'delivery_ratio': 0.59, 'average_delay': 1.4786727796610646, 'p95_delay': 1.6392338000000561}, {'flow_id': 1, 'created': 100, 'delivered': 71, 'delivery_ratio': 0.71, 'average_delay': 1.7542089295775003, 'p95_delay': 1.9575330000000337}]",2,0.9915512790424781,M2,
DCF,6,200,17,6.2417530000001396,200,200,0,1.0,4.1920012600000955,4.378321000000097,5.532388700000128,5.5601955400001275,5.567169000000126,262490.3612815123,426,203,1626,1200,16800,1626,1720308,2826,1737108,0,0,0.6701988616666821,0.0,0,200,6.2417530000001396,0.816844899996795,python,multiflow,python-M2-high-seed-17-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.366408260000105, 'p95_delay': 5.549898700000128}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.017594260000086, 'p95_delay': 5.2718260500001035}]",2,1.0,M2,
Fixed-PRMAC,6,200,17,2.54198800000005,200,158,42,0.79,1.4305751139240965,,1.732902700000052,1.7466599400000506,1.74998800000005,509182.5767863477,365,407,929,4080,111960,1044,1104552,6168,1231128,0,,,,0,200,,0.19250430000101915,python,multiflow,python-M2-high-seed-17-Fixed-PRMAC,high,0.0,1044,929,564,74,0.42744543262412604,0.7612980000000457,1044,14616,30.84,6155.64,708.6075949367089,564,522,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 1.4153071466667122, 'p95_delay': 1.648865400000052}, {'flow_id': 1, 'created': 100, 'delivered': 83, 'delivery_ratio': 0.83, 'average_delay': 1.4443714698795644, 'p95_delay': 1.7411542000000513}]",2,0.9974428639923288,M2,
DCF,6,200,27,6.28739800000014,200,200,0,1.0,4.0337056600000984,4.317802000000098,5.505180700000138,5.512830420000139,5.516142000000138,260584.74427735663,444,212,1644,1200,16800,1644,1739352,2844,1756152,0,0,0.6445168358333492,0.0,0,200,6.28739800000014,0.8990192000019306,python,multiflow,python-M2-high-seed-27-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.134361890000102, 'p95_delay': 5.3448871000001414}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.9330494300000947, 'p95_delay': 5.509491400000139}]",2,1.0,M2,
Fixed-PRMAC,6,200,27,2.6610140000000464,200,153,47,0.765,1.504991673202661,,1.8517652000000475,1.8655818400000466,1.8690140000000464,471014.4328440129,392,439,950,4098,112720,1022,1081276,6142,1208304,0,,,,0,200,,0.2118841000010434,python,multiflow,python-M2-high-seed-27-Fixed-PRMAC,high,0.0,1022,950,558,78,0.44554954838710936,0.8999380000000634,1022,14308,30.71,6041.52,736.7320261437909,558,511,"[{'flow_id': 0, 'created': 100, 'delivered': 81, 'delivery_ratio': 0.81, 'average_delay': 1.5730919753086865, 'p95_delay': 1.8598220000000472}, {'flow_id': 1, 'created': 100, 'delivered': 72, 'delivery_ratio': 0.72, 'average_delay': 1.428378833333382, 'p95_delay': 1.6495701000000547}]",2,0.9965517241379309,M2,
DCF,6,200,37,6.1578040000001755,200,200,0,1.0,3.9173184000001227,4.632293500000157,5.3211022000001735,5.372475620000173,5.375806000000172,266068.87780123454,374,181,1574,1200,16800,1574,1665292,2774,1682092,0,0,0.6276065200000198,0.0,0,200,6.1578040000001755,0.8489186000006157,python,multiflow,python-M2-high-seed-37-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.7909215300001176, 'p95_delay': 5.317589200000174}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.043715270000128, 'p95_delay': 5.359734450000171}]",2,1.0,M2,
Fixed-PRMAC,6,200,37,2.4507180000000504,200,152,48,0.76,1.4014540921053082,,1.6585255000000525,1.6643869400000537,1.6659340000000535,508089.4660258644,423,471,975,4132,113880,1008,1066464,6148,1194456,0,,,,0,200,,0.21561339999971096,python,multiflow,python-M2-high-seed-37-Fixed-PRMAC,high,0.0,1008,975,552,68,0.4123839384058091,0.7408619999999999,1008,14112,30.74,5972.28,749.2105263157895,552,504,"[{'flow_id': 0, 'created': 100, 'delivered': 77, 'delivery_ratio': 0.77, 'average_delay': 1.4419742077922548, 'p95_delay': 1.6616832000000539}, {'flow_id': 1, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 1.3598534400000433, 'p95_delay': 1.6502034000000512}]",2,0.9998268997749697,M2,
DCF,6,200,47,6.1469990000001715,200,200,0,1.0,4.200631915000137,4.411833000000174,5.3467467000001685,5.353348660000168,5.354999000000172,266536.56524101505,379,179,1579,1200,16800,1579,1670582,2779,1687382,0,0,0.6745942116666891,0.0,0,200,6.1469990000001715,0.8050106000009691,python,multiflow,python-M2-high-seed-47-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.9545653300001358, 'p95_delay': 5.044190500000163}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.4466985000001396, 'p95_delay': 5.349644400000169}]",2,1.0,M2,
Fixed-PRMAC,6,200,47,2.4755420000000457,200,159,41,0.795,1.2771781006289635,,1.676779200000047,1.682850640000046,1.6847280000000462,526158.7159498712,435,476,997,4336,119660,1042,1102436,6420,1236684,0,,,,0,200,,0.22910920000140322,python,multiflow,python-M2-high-seed-47-Fixed-PRMAC,high,0.0,1042,997,562,76,0.3878930711743863,0.8285140000000486,1042,14588,32.1,6183.42,752.5786163522013,562,521,"[{'flow_id': 0, 'created': 100, 'delivered': 79, 'delivery_ratio': 0.79, 'average_delay': 1.2408077468354763, 'p95_delay': 1.6111258000000468}, {'flow_id': 1, 'created': 100, 'delivered': 80, 'delivery_ratio': 0.8, 'average_delay': 1.313093825000032, 'p95_delay': 1.6802056000000465}]",2,0.9999604461672336,M2,
DCF,6,200,57,6.333217000000107,200,200,0,1.0,4.30696741500008,5.051674000000099,5.629029000000095,5.645258980000099,5.648551000000097,258699.48874323623,467,224,1667,1200,16800,1667,1763686,2867,1780486,0,0,0.6895423675000129,0.0,0,200,6.333217000000107,0.860844899998483,python,multiflow,python-M2-high-seed-57-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.805802530000087, 'p95_delay': 5.642072600000096}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.8081323000000724, 'p95_delay': 5.387427200000094}]",2,1.0,M2,
Fixed-PRMAC,6,200,57,2.672820000000037,200,142,58,0.71,1.5283875915493375,,1.8648951000000389,1.8774952200000374,1.880820000000037,435219.73047193,457,515,1000,4088,112940,970,1026260,6028,1152780,0,,,,0,200,,0.2322676000003412,python,multiflow,python-M2-high-seed-57-Fixed-PRMAC,high,0.0,970,1000,543,77,0.44382675874770866,0.8499760000000488,970,13580,30.14,5763.9,795.3521126760563,543,485,"[{'flow_id': 0, 'created': 100, 'delivered': 75, 'delivery_ratio': 0.75, 'average_delay': 1.6477005600000394, 'p95_delay': 1.8722334000000382}, {'flow_id': 1, 'created': 100, 'delivered': 67, 'delivery_ratio': 0.67, 'average_delay': 1.3948282985075071, 'p95_delay': 1.65678460000005}]",2,0.9968360688155031,M2,
DCF,6,200,67,6.1904430000000685,200,200,0,1.0,4.240241435000076,4.427071000000089,5.375211800000072,5.409622040000069,5.412519000000069,264666.03440173535,401,192,1601,1200,16800,1601,1693858,2801,1710658,0,0,0.6799821775000123,0.0,0,200,6.1904430000000685,0.7755784000000858,python,multiflow,python-M2-high-seed-67-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.264319030000075, 'p95_delay': 5.16075340000007}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.216163840000077, 'p95_delay': 5.4054649000000685}]",2,1.0,M2,
Fixed-PRMAC,6,200,67,2.283034000000049,200,157,43,0.785,1.003978955414043,,1.474290400000051,1.4874027200000495,1.491034000000049,563348.5966481324,383,426,938,4112,113120,1024,1083392,6160,1210848,0,,,,0,200,,0.20565540000097826,python,multiflow,python-M2-high-seed-67-Fixed-PRMAC,high,0.0,1024,938,555,59,0.31278582342343153,0.5937940000000392,1024,14336,30.8,6054.24,720.5095541401274,555,512,"[{'flow_id': 0, 'created': 100, 'delivered': 77, 'delivery_ratio': 0.77, 'average_delay': 0.9694227012987316, 'p95_delay': 1.4128964000000535}, {'flow_id': 1, 'created': 100, 'delivered': 80, 'delivery_ratio': 0.8, 'average_delay': 1.0372393500000303, 'p95_delay': 1.48209590000005}]",2,0.9996350068943142,M2,
DCF,6,200,77,6.253191000000127,200,200,0,1.0,3.869473515000091,4.550337000000138,5.480124900000125,5.485582140000125,5.4923570000001245,262010.2280579574,429,204,1629,1200,16800,1629,1723482,2829,1740282,0,0,0.6167965691666812,0.0,0,200,6.253191000000127,0.9125306999994791,python,multiflow,python-M2-high-seed-77-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 3.4693020200000833, 'p95_delay': 5.088085600000119}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.269645010000099, 'p95_delay': 5.482738500000124}]",2,1.0,M2,
Fixed-PRMAC,6,200,77,2.4860080000000426,200,163,37,0.815,1.057873398773032,,1.675888200000044,1.6903604400000427,1.6940080000000426,537124.5788428586,346,383,903,4088,112240,1040,1100320,6168,1227120,0,,,,0,200,,0.181430000000546,python,multiflow,python-M2-high-seed-77-Fixed-PRMAC,high,0.0,1040,903,557,88,0.3292524452423771,0.940952000000042,1040,14560,30.84,6135.6,688.5889570552147,557,520,"[{'flow_id': 0, 'created': 100, 'delivered': 78, 'delivery_ratio': 0.78, 'average_delay': 0.8720763333333574, 'p95_delay': 1.309172100000048}, {'flow_id': 1, 'created': 100, 'delivered': 85, 'delivery_ratio': 0.85, 'average_delay': 1.228369529411792, 'p95_delay': 1.6846684000000436}]",2,0.9981591404312871,M2,
DCF,6,200,87,6.135904000000146,200,200,0,1.0,3.0785199400000716,2.5963130000000643,5.273631050000135,5.349292740000145,5.352840000000144,267018.51919455733,373,178,1573,1200,16800,1573,1664234,2773,1681034,0,0,0.48630334916667806,0.0,0,200,6.135904000000146,0.8283166999972309,python,multiflow,python-M2-high-seed-87-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.196735540000109, 'p95_delay': 5.343995400000146}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 1.960304340000034, 'p95_delay': 2.784366250000098}]",2,1.0,M2,
Fixed-PRMAC,6,200,87,2.561372000000047,200,150,50,0.75,1.4916955333333752,,1.7544612000000492,1.7659075800000474,1.769372000000047,479742.887796063,435,485,993,4200,115840,1016,1074928,6232,1204992,0,,,,0,200,,0.20848060000207624,python,multiflow,python-M2-high-seed-87-Fixed-PRMAC,high,0.0,1016,993,558,88,0.4384061433691867,0.9850040000000166,1016,14224,31.16,6024.96,772.2666666666667,558,508,"[{'flow_id': 0, 'created': 100, 'delivered': 79, 'delivery_ratio': 0.79, 'average_delay': 1.521442430379793, 'p95_delay': 1.7402998000000474}, {'flow_id': 1, 'created': 100, 'delivered': 71, 'delivery_ratio': 0.71, 'average_delay': 1.4585968732394738, 'p95_delay': 1.761219000000048}]",2,0.9971636234710157,M2,
DCF,6,200,97,6.231282000000163,200,200,0,1.0,4.220132785000125,4.315322000000133,5.435248600000161,5.44747012000016,5.449564000000161,262931.4481353849,416,199,1616,1200,16800,1616,1709728,2816,1726528,0,0,0.678716666666687,0.0,0,200,6.231282000000163,0.7631643999993685,python,multiflow,python-M2-high-seed-97-DCF,high,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.2763103900001225, 'p95_delay': 5.442054700000161}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 4.163955180000127, 'p95_delay': 4.937955200000141}]",2,1.0,M2,
Fixed-PRMAC,6,200,97,2.4179360000000525,200,158,42,0.79,1.301081341772191,,1.6086687000000537,1.6226307400000528,1.6259360000000525,535306.1454066492,433,475,993,4294,118460,1036,1096088,6366,1229052,0,,,,0,200,,0.20791559999997844,python,multiflow,python-M2-high-seed-97-Fixed-PRMAC,high,0.0,1036,993,560,71,0.3852866357142964,0.7692380000000467,1036,14504,31.83,6145.26,749.746835443038,560,518,"[{'flow_id': 0, 'created': 100, 'delivered': 77, 'delivery_ratio': 0.77, 'average_delay': 1.3245372207792625, 'p95_delay': 1.617775600000053}, {'flow_id': 1, 'created': 100, 'delivered': 81, 'delivery_ratio': 0.81, 'average_delay': 1.2787837777778142, 'p95_delay': 1.5918740000000497}]",2,0.9993594875900721,M2,
DCF,4,200,7,4.099670000000159,200,200,0,1.0,1.5313732900000476,1.7372990000000654,2.186944700000149,2.2196438700001377,2.222423000000151,399641.9223986166,243,117,1043,800,11200,1043,1103494,1843,1114694,0,0,0.3627476025000115,0.0,0,200,4.099670000000159,0.5133764000020165,python,multiflow,python-M3-medium-seed-7-DCF,medium,,,,,,,,,,,,,,,"[{'flow_id': 0, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 1.6089763100000498, 'p95_delay': 2.1924667000001548}, {'flow_id': 1, 'created': 100, 'delivered': 100, 'delivery_ratio': 1.0, 'average_delay': 1.4537702700000454, 'p95_delay': 2.1815754500001554}]",2,1.0,M3,
